path,group,category,lines,sha256
service/packages/mcp/src/tools/get-annotations.ts,packages/mcp,production,20,be6737d402ee79d1c0da38eed18257f03ca41abfac8bc88aa5ddf7983c2d16eb
service/packages/mcp/src/tools/get-component-api.ts,packages/mcp,production,23,53799296ecbb06e69e7a2803283a9cdd03862e003799dc1412a112c95a236d79
service/packages/mcp/src/tools/get-design-context.ts,packages/mcp,production,69,debe0fe3a43f8cfefa0644ff63149ecea75e142cf1d4c3a76b31fe9fc10a6630
service/packages/mcp/src/tools/get-document.ts,packages/mcp,production,13,95eb3c86a449a4d1b7bde095c717d96aa6ba306e916a90f3536f650c9502b224
service/packages/mcp/src/tools/get-fonts.ts,packages/mcp,production,14,18084eb6f3e11557b03f926438f07b7d69f3f9ccb546e192fa73ff8e248ccbeb
service/packages/mcp/src/tools/get-local-components.ts,packages/mcp,production,21,da03ca45bd7409d84d051a21d30d08b44d4c6229021ec3284ba54158c946db05
service/packages/mcp/src/tools/get-metadata.ts,packages/mcp,production,15,134d30a201389a379f8f7de9a9c568f3df95626149714881bd72ffe6c862c5a5
service/packages/mcp/src/tools/get-motion-styles.ts,packages/mcp,production,16,2c6a72465c48a8cf5f09f32e9ff868408fbd14af0bd4bc5b3d96ab58484ef070
service/packages/mcp/src/tools/get-node-motion.ts,packages/mcp,production,21,3df6e04db49aab8a5e3e3be285793181b98395d03ae7724176c25ebc3e440e20
service/packages/mcp/src/tools/get-node.ts,packages/mcp,production,20,9737081c007abf147e5b93d0e7ab2c3e8c4d5ada7870859b04ac3c605ec7beb9
service/packages/mcp/src/tools/get-nodes-info.ts,packages/mcp,production,13,4ea02d6b1dfac0064d3701a81f752a10abdbb759ce9bf899a75c22976b83daaa
service/packages/mcp/src/tools/get-pages.ts,packages/mcp,production,12,305ce7eb55a6a6cb5439560f4e77fc09ca1c99c18b72febad6a52c2ed024af07
service/packages/mcp/src/tools/get-reactions.ts,packages/mcp,production,15,22f0e5dd78612467117f71d75e27f2aabc2ba834d45010cce2bae26b941ee651
service/packages/mcp/src/tools/get-screenshot.ts,packages/mcp,production,194,332690741b85c005f3eeb958ea8657d072dfa4e7c22a4b717c99d45ae1a9cc02
service/packages/mcp/src/tools/get-selection.ts,packages/mcp,production,17,c23f49c420f2f98737ad5e6800b363e34e05328330c3db41ba6c37544b3aaf3b
service/packages/mcp/src/tools/get-styles.ts,packages/mcp,production,21,75d7edb96b8ad1c5b23bf53ea9ecd5fe2c9e4d9ab7d2c033f982f4ae30e7fdc1
service/packages/mcp/src/tools/get-variable-defs.ts,packages/mcp,production,16,7667bd5d98a9ae774fb03a1783550a3fcaf59ffc0989c8feb4212914298bc04b
service/packages/mcp/src/tools/get-viewport.ts,packages/mcp,production,14,332a6c661a8fcd06ab76f934ee05afe697d5d081bc194dc3c3d58f4e03241934
service/packages/mcp/src/tools/grid-schema.ts,packages/mcp,production,28,0f01518481034c524254f1f753d3c5691c0a3e8a5a2404af182e90cb689b57e2
service/packages/mcp/src/tools/group-nodes.ts,packages/mcp,production,17,c242067c34f9d1f7bfd68c21565cf4c75ef0ddf3c546f3430ef356fec9f78b10
service/packages/mcp/src/tools/icon-map.ts,packages/mcp,production,110,60644c9cc7b9839b9271ed1740f64f8697a630759f2762a8220696d401ac4f64
service/packages/mcp/src/tools/import-image.ts,packages/mcp,production,137,048e12d1b8101534e7ac6a241a59390fd140e4c9638dad01b90189f3797c33c6
service/packages/mcp/src/tools/import-svg.ts,packages/mcp,production,26,7d15e71c9d66f98d63b5aade99583e08033d4e239a24fb895acbe29fb1035037
service/packages/mcp/src/tools/list-files.ts,packages/mcp,production,14,7f804ebf9c18981d7e38c7c60621431c04eb0a70a2ac4e645d03e07c54fc41e3
service/packages/mcp/src/tools/lock-nodes.ts,packages/mcp,production,18,c47ae04d559ee9bc75ec2057422435bbdb6cd93d6a16f2b6539af3f777a5d586
service/packages/mcp/src/tools/motion-schemas.ts,packages/mcp,production,215,7f8d5521548acd09549cd2ca18826b32227d28bfe43660bb5dc0d80ccfc534f5
service/packages/mcp/src/tools/move-nodes.ts,packages/mcp,production,17,71e2c9ca403c4b3a7c9770b553cb838f6b447e3dc91fc6d15f8f3d60ca1bcb93
service/packages/mcp/src/tools/navigate-to-page.ts,packages/mcp,production,16,393f285aa6061dd1387cc08f6ac38ae509c7f785fa171ba6880554db7bae786f
service/packages/mcp/src/tools/paint-schema.ts,packages/mcp,production,47,8a30fa846d828a35780dcb871f7eaaf6438f0a67830d3a37e21efd3778656327
service/packages/mcp/src/tools/ping.ts,packages/mcp,production,237,7c7aaa4e7dc425003772cf4365166cc83f79d83dd6e161afdae1964725c6239a
service/packages/mcp/src/tools/registry.ts,packages/mcp,production,322,3ec4f38b5ed4340896b67e5b217022f9393f3df0f67eb1e34a6d2b7d4d382750
service/packages/mcp/src/tools/remove-animation-style.ts,packages/mcp,production,22,92aa69ccf121221176512cb595663320a62bfec9d8e1ce3df652e88ebaa6e94a
service/packages/mcp/src/tools/remove-manual-keyframe-track.ts,packages/mcp,production,20,1b09c0f45c9f362818a497a974d207187b9d4a048c64ae4d10f26ca909081842
service/packages/mcp/src/tools/remove-reactions.ts,packages/mcp,production,19,261a3f0405bcff7a8fdca023f8bcd22c0be33a7e8e7df7db32c46a70b7a79b8e
